"BarcodeID","TripID","Region","Reach","Date","SampleNumber","RiverMile","DepthTotal","DepthSample","DepthIntegrated","GearID","TimeDay","TimeBegin","TimeElapsed","SuspendedLoad","Collector","FmUse","FiltrationEfficiency","Distance","Velocity","Volume","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes"
"D05461","GC20080303","GrandCanyon","CRLeesFerry","03/13/2008","2",-15.00,,,1,4,"Crepuscular","07:21:00",324,,,"Net",,132.11,0.41,26.78,0,0,,,"",0.00,0,,,"Discharge = 8755 cfs. Original SampleID 213. Barcode retroactively assigned (2017-07-06 JDM)."
"D05463","GC20080303","GrandCanyon","CRLeesFerry","03/13/2008","12",0.00,,,1,4,"Day","16:37:00",305,,,"Net",,117.71,0.39,23.86,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 9090 cfs. Original SampleID 223. Barcode retroactively assigned (2017-07-06 JDM)."
"D05464","GC20080303","GrandCanyon","CRLeesFerry","03/13/2008","11",0.00,,,1,4,"Day","16:28:00",315,,,"Net",,130.09,0.41,26.37,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 9050 cfs. Original SampleID 222. Barcode retroactively assigned (2017-07-06 JDM)."
"D05465","GC20080303","GrandCanyon","CRLeesFerry","03/13/2008","13",0.00,,,1,4,"Crepuscular","17:46:00",310,,,"Net",,112.85,0.36,22.87,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 8830 cfs. Original SampleID 224. Barcode retroactively assigned (2017-07-06 JDM)."
"D05469","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","1",0.00,,,1,4,"Day","11:43:00",360,,,"Net",,406.62,1.13,82.42,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Original SampleID 287. Barcode retroactively assigned (2017-07-06 JDM)."
"D05470","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","2",0.00,,,1,4,"Day","11:51:00",300,,,"Net",,306.96,1.02,62.22,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Original SampleID 288. Barcode retroactively assigned (2017-07-06 JDM)."
"D05471","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","3",0.00,,,1,4,"Day","11:59:00",360,,,"Net",,389.73,1.08,79.00,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Original SampleID 289. Barcode retroactively assigned (2017-07-06 JDM)."
"D05472","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","4",0.00,,,1,4,"Day","10:05:00",300,,,"Net",,130.46,0.43,26.44,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10750 cfs. Original SampleID 234. Barcode retroactively assigned (2017-07-06 JDM)."
"D05473","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","5",0.00,,,1,4,"Day","10:14:00",300,,,"Net",,123.82,0.41,25.10,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10900 cfs. Original SampleID 235. Barcode retroactively assigned (2017-07-06 JDM)."
"D05474","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","6",0.00,,,1,4,"Day","10:22:00",300,,,"Net",,124.22,0.41,25.18,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 11000 cfs. Original SampleID 236. Barcode retroactively assigned (2017-07-06 JDM)."
"D05475","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","7",0.00,,,1,4,"Day","13:58:00",300,,,"Net",,126.65,0.42,25.67,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 11400 cfs. Original SampleID 237. Barcode retroactively assigned (2017-07-06 JDM)."
"D05476","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","9",0.00,,,1,4,"Day","14:15:00",300,,,"Net",,204.55,0.68,41.46,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 11300 cfs. Original SampleID 239. Barcode retroactively assigned (2017-07-06 JDM)."
"D05477","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","14",0.00,,,1,4,"Day","16:18:00",300,,,"Net",,123.23,0.41,24.98,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10200 cfs. Original SampleID 240. Barcode retroactively assigned (2017-07-06 JDM)."
"D05478","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","17",0.00,,,1,4,"Day","17:18:00",300,,,"Net",,109.29,0.36,22.15,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 9660 cfs. Original SampleID 243. Barcode retroactively assigned (2017-07-06 JDM)."
"D05479","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","19",0.00,,,1,4,"Day","17:35:00",240,,,"Net",,100.18,0.42,20.31,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 9545 cfs. Original SampleID 245. Barcode retroactively assigned (2017-07-06 JDM)."
"D05481","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","15",0.00,,,1,4,"Day","16:26:00",300,,,"Net",,116.37,0.39,23.59,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10100 cfs. Original SampleID 241. Barcode retroactively assigned (2017-07-06 JDM)."
"D05482","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","16",0.00,,,1,4,"Day","16:34:00",300,,,"Net",,118.60,0.40,24.04,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10100 cfs. Original SampleID 242. Barcode retroactively assigned (2017-07-06 JDM)."
"D05483","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","1",0.00,,,1,4,"Crepuscular","07:25:00",300,,,"Net",,91.78,0.31,18.60,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 7990 cfs. Original SampleID 231. Barcode retroactively assigned (2017-07-06 JDM)."
"D05484","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","2",0.00,,,1,4,"Day","07:34:00",300,,,"Net",,103.48,0.34,20.98,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 8080 cfs. Original SampleID 232. Barcode retroactively assigned (2017-07-06 JDM)."
"D05485","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","3",0.00,,,1,4,"Day","07:42:00",300,,,"Net",,95.68,0.32,19.39,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 8320 cfs. Original SampleID 233. Barcode retroactively assigned (2017-07-06 JDM)."
"D05486","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","8",0.00,,,1,4,"Day","14:06:00",300,,,"Net",,79.68,0.27,16.15,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 11350 cfs. Original SampleID 238. Barcode retroactively assigned (2017-07-06 JDM)."
"D05488","LF20080321","GrandCanyon","CRLeesFerry","03/21/2008","18",0.00,,,1,4,"Day","17:27:00",300,,,"Net",,105.34,0.35,21.35,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 9580 cfs. Original SampleID 244. Barcode retroactively assigned (2017-07-06 JDM)."
"D05508","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","11",-15.00,,,1,4,"Crepuscular","18:15:00",300,,,"Net",,143.35,0.48,29.06,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10400 cfs. Original SampleID 256. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM)."
"D05511","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","1",0.00,,,1,4,"Day","07:42:00",300,,,"Net",,105.50,0.35,21.38,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 7870 cfs. Original SampleID 246. Barcode retroactively assigned (2017-07-06 JDM)."
"D05512","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","2",0.00,,,1,4,"Day","07:58:00",540,,,"Net",,175.68,0.33,35.61,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 8040 cfs. Original SampleID 247. Barcode retroactively assigned (2017-07-06 JDM)."
"D05513","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","4",0.00,,,1,4,"Day","10:03:00",480,,,"Net",,183.14,0.38,37.12,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10250 cfs. Original SampleID 249. Barcode retroactively assigned (2017-07-06 JDM)."
"D05514","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","10",0.00,,,1,4,"Crepuscular","18:05:00",360,,,"Net",,148.11,0.41,30.02,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10400 cfs. Original SampleID 255. Barcode retroactively assigned (2017-07-06 JDM)."
"D05515","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","12",0.00,,,1,4,"Crepuscular","18:27:00",300,,,"Net",,152.79,0.51,30.97,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10500 cfs. Original SampleID 257. Barcode retroactively assigned (2017-07-06 JDM)."
"D05516","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","8",0.00,,,1,4,"Day","13:28:00",360,,,"Net",,165.97,0.46,33.64,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 11600 cfs. Original SampleID 253. Barcode retroactively assigned (2017-07-06 JDM)."
"D05517","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","3",0.00,,,1,4,"Day","08:18:00",480,,,"Net",,163.50,0.34,33.14,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 8250 cfs. Original SampleID 248. Barcode retroactively assigned (2017-07-06 JDM)."
"D05518","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","5",0.00,,,1,4,"Day","10:15:00",420,,,"Net",,172.21,0.41,34.91,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10500 cfs. Original SampleID 250. Barcode retroactively assigned (2017-07-06 JDM)."
"D05519","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","7",0.00,,,1,4,"Day","13:16:00",420,,,"Net",,161.32,0.38,32.70,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 11700 cfs. Original SampleID 252. Barcode retroactively assigned (2017-07-06 JDM)."
"D05520","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","9",0.00,,,1,4,"Day","13:36:00",420,,,"Net",,166.27,0.40,33.70,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 11550 cfs. Original SampleID 254. Barcode retroactively assigned (2017-07-06 JDM)."
"D05521","LF20080404","GrandCanyon","CRLeesFerry","04/04/2008","6",0.00,,,1,4,"Day","10:24:00",480,,,"Net",,194.70,0.41,39.47,0,0,,"Foodbase","03/16/2009",0.00,0,,,"Discharge = 10650 cfs. Original SampleID 251. Barcode retroactively assigned (2017-07-06 JDM)."
"D05587","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","1",0.00,,,1,4,"Day","07:14:00",450,,,"Net",,111.47,0.25,22.59,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 9580 cfs. Original SampleID 34. Barcode retroactively assigned (2017-07-06 JDM)."
"D05588","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","3",0.00,,,1,4,"Day","07:40:00",450,,,"Net",,92.75,0.21,18.80,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 9600 cfs. Original SampleID 36. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM)."
"D05589","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","10",0.00,,,1,4,"Day","16:48:00",270,,,"Net",,129.31,0.48,26.21,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15000 cfs. Original SampleID 43. Barcode retroactively assigned (2017-07-06 JDM)."
"D05590","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","2",0.00,,,1,4,"Day","07:27:00",450,,,"Net",,37.93,0.08,7.69,1,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 9580 cfs. Original SampleID 35. Very few net flowmeter clicks verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM)."
"D05591","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","12",0.00,,,1,4,"Day","17:06:00",210,,,"Net",,100.66,0.48,20.40,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15100 cfs. Original SampleID 45. Barcode retroactively assigned (2017-07-06 JDM)."
"D05592","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","7",0.00,,,1,4,"Day","13:18:00",390,,,"Net",,166.22,0.43,33.69,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13650 cfs. Original SampleID 40. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM)."
"D05595","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","11",0.00,,,1,4,"Day","16:56:00",360,,,"Net",,148.35,0.41,30.07,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15100 cfs. Original SampleID 44. Barcode retroactively assigned (2017-07-06 JDM)."
"D05598","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","6",0.00,,,1,4,"Day","11:23:00",450,,,"Net",,135.74,0.30,27.51,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 11450 cfs. Original SampleID 39. Barcode retroactively assigned (2017-07-06 JDM)."
"D05599","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","8",0.00,,,1,4,"Day","13:29:00",330,,,"Net",,144.59,0.44,29.31,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13800 cfs. Original SampleID 41. Barcode retroactively assigned (2017-07-06 JDM)."
"D05600","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","9",0.00,,,1,4,"Day","13:38:00",270,,,"Net",,124.28,0.46,25.19,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13900 cfs. Original SampleID 42. Barcode retroactively assigned (2017-07-06 JDM)."
"D05601","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","5",-15.00,,,1,3,"Day","11:11:00",450,,,"Net",,124.60,0.28,9.10,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 11250 cfs. Original SampleID 38. Barcode retroactively assigned (2017-07-06 JDM)."
"D05602","LF20080510","GrandCanyon","CRLeesFerry","05/10/2008","4",-15.00,,,1,3,"Day","10:58:00",450,,,"Net",,153.84,0.34,11.23,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 11000 cfs. Original SampleID 37. Barcode retroactively assigned (2017-07-06 JDM)."
"D05611","GC20080603","GrandCanyon","CRGrandCanyon","06/03/2008","5",225.00,,,1,3,"Day","14:44:00",294,,,"Net",,212.48,0.72,15.51,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15600 cfs. Original SampleID 11. Barcode retroactively assigned (2017-07-06 JDM)."
"D05612","GC20080603","GrandCanyon","CRGrandCanyon","06/03/2008","6",225.00,,,1,3,"Day","14:51:00",180,,,"Net",,213.80,1.19,15.61,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15600 cfs. Barcode retroactively assigned (2017-07-06 JDM)."
"D05613","GC20080603","GrandCanyon","CRGrandCanyon","06/03/2008","7",225.00,,,1,3,"Day","14:59:00",180,,,"Net",,196.24,1.09,14.33,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15600 cfs. Original SampleID 13. Barcode retroactively assigned (2017-07-06 JDM)."
"D05614","GC20080603","GrandCanyon","CRGrandCanyon","06/03/2008","9",225.00,,,1,3,"Crepuscular","20:32:00",170,,,"Net",,187.87,1.11,13.71,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13900 cfs. Original SampleID 14. Barcode retroactively assigned (2017-07-06 JDM)."
"D05615","GC20080603","GrandCanyon","CRGrandCanyon","06/03/2008","1",225.00,,,1,3,"Day","14:03:00",133,,,"Net",,159.81,1.20,11.67,1,0,,"Foodbase","04/07/2009",0.00,0,,,"Discharge = 15700 cfs. Original SampleID 10. Community composition sample. May not have any quantitative drift estimates. Barcode retroactively assigned (2017-07-06 JDM)."
"D05616","GC20080603","GrandCanyon","CRGrandCanyon","06/03/2008","8",225.00,,,1,3,"Crepuscular","20:22:00",180,,,"Net",,216.20,1.20,15.78,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 14000 cfs. Original SampleID 19. Barcode retroactively assigned (2017-07-06 JDM)."
"D05617","GC20080603","GrandCanyon","CRGrandCanyon","06/03/2008","10",225.00,,,1,3,"Night","20:50:00",175,,,"Net",,202.75,1.16,14.80,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13750 cfs. Original SampleID 15. Barcode retroactively assigned (2017-07-06 JDM)."
"D05618","GC20080603","GrandCanyon","CRGrandCanyon","06/04/2008","13",225.00,,,1,3,"Crepuscular","05:36:00",175,,,"Net",,198.50,1.13,14.49,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13700 cfs. Original SampleID 18. Barcode retroactively assigned (2017-07-06 JDM)."
"D05619","GC20080603","GrandCanyon","CRGrandCanyon","06/04/2008","12",225.00,,,1,3,"Crepuscular","05:28:00",175,,,"Net",,171.41,0.98,12.51,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13600 cfs. Original SampleID 17. Barcode retroactively assigned (2017-07-06 JDM)."
"D05620","GC20080603","GrandCanyon","CRGrandCanyon","06/04/2008","11",225.00,,,1,3,"Crepuscular","05:21:00",175,,,"Net",,178.80,1.02,13.05,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13550 cfs. Original SampleID 16. Barcode retroactively assigned (2017-07-06 JDM)."
"D05621","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","1",0.00,,,1,4,"Day","07:21:00",300,,,"Net",,123.39,0.41,25.01,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 10050 cfs. Original SampleID 21. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM)."
"D05622","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","2",0.00,,,1,4,"Day","07:29:00",300,,,"Net",,122.56,0.41,24.84,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 10000 cfs. Original SampleID 22. Barcode retroactively assigned (2017-07-06 JDM)."
"D05623","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","3",0.00,,,1,4,"Day","07:37:00",300,,,"Net",,112.85,0.38,22.87,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 10000 cfs. Original SampleID 23. Barcode retroactively assigned (2017-07-06 JDM)."
"D05624","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","4",0.00,,,1,4,"Day","10:10:00",300,,,"Net",,130.36,0.43,26.42,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 11250 cfs. Original SampleID 24. Barcode retroactively assigned (2017-07-06 JDM)."
"D05625","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","6",0.00,,,1,4,"Day","10:25:00",300,,,"Net",,137.54,0.46,27.88,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 11460 cfs. Original SampleID 26. Barcode retroactively assigned (2017-07-06 JDM)."
"D05626","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","5",0.00,,,1,4,"Day","10:18:00",300,,,"Net",,140.20,0.47,28.42,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 11357 cfs. Original SampleID 25. Barcode retroactively assigned (2017-07-06 JDM)."
"D05633","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","11",0.00,,,1,4,"Day","16:20:00",300,,,"Net",,177.92,0.59,36.06,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15350 cfs. Original SampleID 31. Barcode retroactively assigned (2017-07-06 JDM)."
"D05634","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","12",0.00,,,1,4,"Day","16:28:00",300,,,"Net",,169.79,0.57,34.42,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15400 cfs. Original SampleID 32. Barcode retroactively assigned (2017-07-06 JDM)."
"D05635","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","3",0.00,,,1,4,"Day","11:59:00",300,,,"Net",,310.37,1.03,62.91,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Original SampleID 292. Barcode retroactively assigned (2017-07-06 JDM)."
"D05636","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","10",0.00,,,1,4,"Day","16:11:00",360,,,"Net",,188.73,0.52,38.26,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 15275 cfs. Original SampleID 30. Barcode retroactively assigned (2017-07-06 JDM)."
"D05637","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","4",0.00,,,1,4,"Day","12:07:00",300,,,"Net",,294.99,0.98,59.79,1,0,,"Foodbase","04/07/2009",0.00,0,,,"Original SampleID 293. Community composition sample. May not have any quantitative drift estimates. Barcode retroactively assigned (2017-07-06 JDM)."
"D05638","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","13",0.00,,,1,4,"Day","16:36:00",300,,,"Net",,131.84,0.44,26.72,1,0,,"Foodbase","04/07/2009",0.00,0,,,"Discharge = 15400 cfs. Original SampleID 33. Community composition sample. May not have any quantitative drift estimates. Barcode retroactively assigned (2017-07-06 JDM)."
"D05639","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","7",0.00,,,1,4,"Day","13:15:00",360,,,"Net",,166.24,0.46,33.70,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13600 cfs. Original SampleID 27. Barcode retroactively assigned (2017-07-06 JDM)."
"D05640","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","8",0.00,,,1,4,"Day","13:23:00",300,,,"Net",,156.07,0.52,31.64,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13750 cfs. Original SampleID 28. Barcode retroactively assigned (2017-07-06 JDM)."
"D05641","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","9",0.00,,,1,4,"Day","13:31:00",300,,,"Net",,163.71,0.55,33.18,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Discharge = 13900 cfs. Original SampleID 29. Barcode retroactively assigned (2017-07-06 JDM)."
"D05642","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","1",-15.00,,,1,4,"Day","11:42:00",360,,,"Net",,332.08,0.92,67.31,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Original SampleID 290. Barcode retroactively assigned (2017-07-06 JDM)."
"D05643","LF20080607","GrandCanyon","CRLeesFerry","06/07/2008","2",-15.00,,,1,4,"Day","11:51:00",240,,,"Net",,275.64,1.15,55.87,0,0,,"Foodbase","03/17/2009",0.00,0,,,"Original SampleID 291. Barcode retroactively assigned (2017-07-06 JDM)."
"D05654","GC20080615","GrandCanyon","CRGrandCanyon","06/18/2008","1",60.00,,,1,3,"Crepuscular","20:15:00",300,,,"Net",,416.57,1.39,30.41,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 304. Barcode retroactively assigned (2017-07-06 JDM)."
"D05655","GC20080615","GrandCanyon","CRGrandCanyon","06/18/2008","2",60.00,,,1,3,"Crepuscular","20:22:00",300,,,"Net",,421.15,1.40,30.74,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 305. Barcode retroactively assigned (2017-07-06 JDM)."
"D05656","GC20080615","GrandCanyon","CRGrandCanyon","06/18/2008","3",60.00,,,1,3,"Crepuscular","20:29:00",300,,,"Net",,253.69,0.85,18.52,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 400. Barcode retroactively assigned (2017-07-06 JDM)."
"D05660","GC20080615","GrandCanyon","CRGrandCanyon","06/19/2008","5",60.00,,,1,3,"Day","08:53:00",300,,,"Net",,364.39,1.21,26.60,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 307. Barcode retroactively assigned (2017-07-06 JDM)."
"D05661","GC20080615","GrandCanyon","CRGrandCanyon","06/19/2008","11",60.00,,,1,3,"Day","16:06:00",300,,,"Net",,456.39,1.52,33.32,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 309. Barcode retroactively assigned (2017-07-06 JDM)."
"D05662","GC20080615","GrandCanyon","CRGrandCanyon","06/19/2008","12",60.00,,,1,3,"Day","16:14:00",300,,,"Net",,322.18,1.07,23.52,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 310. Barcode retroactively assigned (2017-07-06 JDM)."
"D05663","GC20080615","GrandCanyon","CRGrandCanyon","06/19/2008","13",60.00,,,1,3,"Day","16:24:00",300,,,"Net",,345.45,1.15,25.22,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 311. Barcode retroactively assigned (2017-07-06 JDM)."
"D05665","GC20080615","GrandCanyon","CRGrandCanyon","06/19/2008","4",60.00,,,1,3,"Day","08:47:00",300,,,"Net",,398.47,1.33,29.09,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 306. Barcode retroactively assigned (2017-07-06 JDM)."
"D05666","GC20080615","GrandCanyon","CRGrandCanyon","06/19/2008","6",60.00,,,1,3,"Day","09:17:00",300,,,"Net",,324.06,1.08,23.66,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Original SampleID 308. Barcode retroactively assigned (2017-07-06 JDM)."
"D05690","GC20080615","GrandCanyon","CRGrandCanyon","06/29/2008","8",225.00,,,1,2,"Day","09:13:00",300,,,"Net",,242.42,0.81,7.85,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Discharge = 16200 cfs. Original SampleID 322. Barcode retroactively assigned (2017-07-06 JDM)."
"D05691","GC20080615","GrandCanyon","CRGrandCanyon","06/29/2008","9",225.00,,,1,2,"Day","09:23:00",300,,,"Net",,275.70,0.92,8.93,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Discharge = 16250 cfs. Original SampleID 20. Barcode retroactively assigned (2017-07-06 JDM)."
"D05692","GC20080615","GrandCanyon","CRGrandCanyon","06/29/2008","10",225.00,,,1,2,"Day","09:34:00",300,,,"Net",,308.27,1.03,9.99,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Discharge = 16300 cfs. Original SampleID 323. Barcode retroactively assigned (2017-07-06 JDM)."
"D05697","LF20080712","GrandCanyon","CRLeesFerry","07/12/2008","1",-15.00,,,1,4,"Day","08:33:00",300,,,"Net",,107.06,0.36,21.70,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Discharge = 10000 cfs. Original SampleID 85. Barcode retroactively assigned (2017-07-06 JDM)."
"D05698","LF20080712","GrandCanyon","CRLeesFerry","07/12/2008","2",-15.00,,,1,4,"Day","08:42:00",300,,,"Net",,134.39,0.45,27.24,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Discharge = 10100 cfs. Original SampleID 86. Barcode retroactively assigned (2017-07-06 JDM)."
"D05703","LF20080712","GrandCanyon","CRLeesFerry","07/12/2008","5",-15.00,,,1,4,"Day","17:36:00",403,,,"Net",,223.67,0.56,45.34,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Discharge = 17100 cfs. Original SampleID 88. Barcode retroactively assigned (2017-07-06 JDM)."
"D05704","LF20080712","GrandCanyon","CRLeesFerry","07/12/2008","8",-15.00,,,1,4,"Day","18:07:00",325,,,"Net",,183.62,0.56,37.22,0,0,,"Foodbase","03/18/2009",0.00,0,,,"Discharge = 17350 cfs. Original SampleID 89. Barcode retroactively assigned (2017-07-06 JDM)."
"D05705","LF20080712","GrandCanyon","CRLeesFerry","07/12/2008","12",-15.00,,,1,4,"Day","18:42:00",906,,,"Net",,210.06,0.23,42.58,1,1,,"Foodbase","03/18/2009",0.00,0,,,"Discharge = 17500 cfs. Original SampleID 91. Long sample duration verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM)."
