BarcodeID,TripID,Date,GearID,TimeDay,TimeBegin,TimeElapsed,DepthTotal,DepthSample,DepthIntegrated,Velocity,Volume,Temperature,Discharge,Stage,SpC,FlagStrange,Notes
D05234,GC20080303,3/7/2008,3,Day,16:35:00,213,NA,NA,1,1.4,21.74,7.5,42600,13.57,834,0,Discharge = 42500 cfs. Original SampleID 205. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM).
D05236,GC20080303,3/7/2008,3,Crepuscular,18:36:00,257,NA,NA,1,1.31,24.54,7.7,42500,13.56,832,0,Discharge = 42550 cfs. Original SampleID 206. Barcode retroactively assigned (2017-07-06 JDM).
D05318,GC20080303,3/8/2008,3,Crepuscular,7:44:00,240,NA,NA,1,1.2,21,7.7,42600,13.57,819,0,Discharge = 42300 cfs. Original SampleID 207. Barcode retroactively assigned (2017-07-06 JDM).
D05320,GC20080303,3/8/2008,3,Day,16:05:00,270,NA,NA,1,1.01,19.97,7.7,42500,13.56,826,0,Discharge = 42475 cfs. Original SampleID 210. Barcode retroactively assigned (2017-07-06 JDM).
D05331,GC20080303,3/8/2008,4,Day,10:45:00,144,NA,NA,1,0.98,28.71,7.7,42500,13.55,823,0,Discharge = 42500 cfs. Original SampleID 208. Barcode retroactively assigned (2017-07-06 JDM).
D05341,GC20080303,3/9/2008,3,Crepuscular,7:15:00,340,NA,NA,1,0.86,21.46,7.7,33200,12.41,821,0,Discharge = 23300 cfs. Original SampleID 227. Barcode retroactively assigned (2017-07-06 JDM).
D05357,GC20080303,3/9/2008,4,Day,16:59:00,422,NA,NA,1,0.67,57.63,7.8,19100,10.41,810,0,Discharge = 9620 cfs. Original SampleID 230. Barcode retroactively assigned (2017-07-06 JDM).
D05359,GC20080303,3/9/2008,4,Day,13:13:00,454,NA,NA,1,0.65,60.09,7.7,24600,11.27,816,0,Discharge = 14200 cfs. Original SampleID 229. Barcode retroactively assigned (2017-07-06 JDM).
D05362,GC20080303,3/9/2008,4,Day,10:18:00,435,NA,NA,1,0.68,60.31,7.7,28700,11.84,824,0,Discharge = 18700 cfs. Original SampleID 228. Barcode retroactively assigned (2017-07-06 JDM).
D05452,GC20080303,3/13/2008,4,Day,13:51:00,300,NA,NA,1,0.46,27.78,7.6,7970,8.02,809,0,Discharge = 11100 cfs. Original SampleID 218. Barcode retroactively assigned (2017-07-06 JDM).
D05453,GC20080303,3/13/2008,4,Day,10:50:00,316,NA,NA,1,0.52,33.42,7.8,8610,8.2,807,0,Discharge = 12300 cfs. Original SampleID 217. Barcode retroactively assigned (2017-07-06 JDM).
D05463,GC20080303,3/13/2008,4,Day,16:37:00,305,NA,NA,1,0.39,23.86,7.7,11600,8.96,812,0,Discharge = 9090 cfs. Original SampleID 223. Barcode retroactively assigned (2017-07-06 JDM).
D05464,GC20080303,3/13/2008,4,Day,16:28:00,315,NA,NA,1,0.41,26.37,7.6,11600,8.96,807,0,Discharge = 9050 cfs. Original SampleID 222. Barcode retroactively assigned (2017-07-06 JDM).
D05465,GC20080303,3/13/2008,4,Crepuscular,17:46:00,310,NA,NA,1,0.36,22.87,7.8,12300,9.1,808,0,Discharge = 8830 cfs. Original SampleID 224. Barcode retroactively assigned (2017-07-06 JDM).
D05469,LF20080321,3/21/2008,4,Day,11:43:00,360,NA,NA,1,1.13,82.42,7.8,7760,7.96,816,0,Original SampleID 287. Barcode retroactively assigned (2017-07-06 JDM).
D05470,LF20080321,3/21/2008,4,Day,11:51:00,300,NA,NA,1,1.02,62.22,7.8,7760,7.96,816,0,Original SampleID 288. Barcode retroactively assigned (2017-07-06 JDM).
D05471,LF20080321,3/21/2008,4,Day,11:59:00,360,NA,NA,1,1.08,79,7.8,7630,7.92,816,0,Original SampleID 289. Barcode retroactively assigned (2017-07-06 JDM).
D05472,LF20080321,3/21/2008,4,Day,10:05:00,300,NA,NA,1,0.43,26.44,8.1,9120,8.34,815,0,Discharge = 10750 cfs. Original SampleID 234. Barcode retroactively assigned (2017-07-06 JDM).
D05473,LF20080321,3/21/2008,4,Day,10:14:00,300,NA,NA,1,0.41,25.1,8.1,8860,8.27,815,0,Discharge = 10900 cfs. Original SampleID 235. Barcode retroactively assigned (2017-07-06 JDM).
D05474,LF20080321,3/21/2008,4,Day,10:22:00,300,NA,NA,1,0.41,25.18,8.1,8860,8.27,815,0,Discharge = 11000 cfs. Original SampleID 236. Barcode retroactively assigned (2017-07-06 JDM).
D05475,LF20080321,3/21/2008,4,Day,13:58:00,300,NA,NA,1,0.42,25.67,7.7,7660,7.93,816,0,Discharge = 11400 cfs. Original SampleID 237. Barcode retroactively assigned (2017-07-06 JDM).
D05476,LF20080321,3/21/2008,4,Day,14:15:00,300,NA,NA,1,0.68,41.46,7.7,7830,7.98,816,0,Discharge = 11300 cfs. Original SampleID 239. Barcode retroactively assigned (2017-07-06 JDM).
D05477,LF20080321,3/21/2008,4,Day,16:18:00,300,NA,NA,1,0.41,24.98,7.7,9820,8.52,815,0,Discharge = 10200 cfs. Original SampleID 240. Barcode retroactively assigned (2017-07-06 JDM).
D05478,LF20080321,3/21/2008,4,Day,17:18:00,300,NA,NA,1,0.36,22.15,7.7,10900,8.79,817,0,Discharge = 9660 cfs. Original SampleID 243. Barcode retroactively assigned (2017-07-06 JDM).
D05479,LF20080321,3/21/2008,4,Day,17:35:00,240,NA,NA,1,0.42,20.31,7.8,11100,8.84,816,0,Discharge = 9545 cfs. Original SampleID 245. Barcode retroactively assigned (2017-07-06 JDM).
D05481,LF20080321,3/21/2008,4,Day,16:26:00,300,NA,NA,1,0.39,23.59,7.7,10100,8.59,815,0,Discharge = 10100 cfs. Original SampleID 241. Barcode retroactively assigned (2017-07-06 JDM).
D05482,LF20080321,3/21/2008,4,Day,16:34:00,300,NA,NA,1,0.4,24.04,7.7,10100,8.59,817,0,Discharge = 10100 cfs. Original SampleID 242. Barcode retroactively assigned (2017-07-06 JDM).
D05483,LF20080321,3/21/2008,4,Crepuscular,7:25:00,300,NA,NA,1,0.31,18.6,8.5,11600,8.94,816,0,Discharge = 7990 cfs. Original SampleID 231. Barcode retroactively assigned (2017-07-06 JDM).
D05484,LF20080321,3/21/2008,4,Day,7:34:00,300,NA,NA,1,0.34,20.98,8.4,11600,8.94,816,0,Discharge = 8080 cfs. Original SampleID 232. Barcode retroactively assigned (2017-07-06 JDM).
D05485,LF20080321,3/21/2008,4,Day,7:42:00,300,NA,NA,1,0.32,19.39,8.4,11400,8.9,816,0,Discharge = 8320 cfs. Original SampleID 233. Barcode retroactively assigned (2017-07-06 JDM).
D05486,LF20080321,3/21/2008,4,Day,14:06:00,300,NA,NA,1,0.27,16.15,7.7,7660,7.93,816,0,Discharge = 11350 cfs. Original SampleID 238. Barcode retroactively assigned (2017-07-06 JDM).
D05488,LF20080321,3/21/2008,4,Day,17:27:00,300,NA,NA,1,0.35,21.35,7.7,11100,8.84,817,0,Discharge = 9580 cfs. Original SampleID 244. Barcode retroactively assigned (2017-07-06 JDM).
D05511,LF20080404,4/4/2008,4,Day,7:42:00,300,NA,NA,1,0.35,21.38,8.2,11800,9,822,0,Discharge = 7870 cfs. Original SampleID 246. Barcode retroactively assigned (2017-07-06 JDM).
D05512,LF20080404,4/4/2008,4,Day,7:58:00,540,NA,NA,1,0.33,35.61,8.2,11600,8.94,822,0,Discharge = 8040 cfs. Original SampleID 247. Barcode retroactively assigned (2017-07-06 JDM).
D05513,LF20080404,4/4/2008,4,Day,10:03:00,480,NA,NA,1,0.38,37.12,7.8,9350,8.4,823,0,Discharge = 10250 cfs. Original SampleID 249. Barcode retroactively assigned (2017-07-06 JDM).
D05514,LF20080404,4/4/2008,4,Crepuscular,18:05:00,360,NA,NA,1,0.41,30.02,7.6,11200,8.86,845,0,Discharge = 10400 cfs. Original SampleID 255. Barcode retroactively assigned (2017-07-06 JDM).
D05515,LF20080404,4/4/2008,4,Crepuscular,18:27:00,300,NA,NA,1,0.51,30.97,7.6,11600,8.96,845,0,Discharge = 10500 cfs. Original SampleID 257. Barcode retroactively assigned (2017-07-06 JDM).
D05516,LF20080404,4/4/2008,4,Day,13:28:00,360,NA,NA,1,0.46,33.64,7.5,7530,7.89,830,0,Discharge = 11600 cfs. Original SampleID 253. Barcode retroactively assigned (2017-07-06 JDM).
D05517,LF20080404,4/4/2008,4,Day,8:18:00,480,NA,NA,1,0.34,33.14,8.2,11300,8.87,822,0,Discharge = 8250 cfs. Original SampleID 248. Barcode retroactively assigned (2017-07-06 JDM).
D05518,LF20080404,4/4/2008,4,Day,10:15:00,420,NA,NA,1,0.41,34.91,7.8,9120,8.34,823,0,Discharge = 10500 cfs. Original SampleID 250. Barcode retroactively assigned (2017-07-06 JDM).
D05519,LF20080404,4/4/2008,4,Day,13:16:00,420,NA,NA,1,0.38,32.7,7.5,7490,7.88,830,0,Discharge = 11700 cfs. Original SampleID 252. Barcode retroactively assigned (2017-07-06 JDM).
D05520,LF20080404,4/4/2008,4,Day,13:36:00,420,NA,NA,1,0.4,33.7,7.4,7530,7.89,832,0,Discharge = 11550 cfs. Original SampleID 254. Barcode retroactively assigned (2017-07-06 JDM).
D05521,LF20080404,4/4/2008,4,Day,10:24:00,480,NA,NA,1,0.41,39.47,7.8,8900,8.28,823,0,Discharge = 10650 cfs. Original SampleID 251. Barcode retroactively assigned (2017-07-06 JDM).
D05587,LF20080510,5/10/2008,4,Day,7:14:00,450,NA,NA,1,0.25,22.59,8.4,14300,9.54,840,0,Discharge = 9580 cfs. Original SampleID 34. Barcode retroactively assigned (2017-07-06 JDM).
D05588,LF20080510,5/10/2008,4,Day,7:40:00,450,NA,NA,1,0.21,18.8,8.2,13900,9.44,841,0,Discharge = 9600 cfs. Original SampleID 36. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM).
D05589,LF20080510,5/10/2008,4,Day,16:48:00,270,NA,NA,1,0.48,26.21,8.1,10000,8.57,837,0,Discharge = 15000 cfs. Original SampleID 43. Barcode retroactively assigned (2017-07-06 JDM).
D05590,LF20080510,5/10/2008,4,Day,7:27:00,450,NA,NA,1,0.08,7.69,8.4,14100,9.49,840,1,Discharge = 9580 cfs. Original SampleID 35. Very few net flowmeter clicks verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM).
D05591,LF20080510,5/10/2008,4,Day,17:06:00,210,NA,NA,1,0.48,20.4,8.1,10100,8.6,837,0,Discharge = 15100 cfs. Original SampleID 45. Barcode retroactively assigned (2017-07-06 JDM).
D05592,LF20080510,5/10/2008,4,Day,13:18:00,390,NA,NA,1,0.43,33.69,7.8,9580,8.46,843,0,Discharge = 13650 cfs. Original SampleID 40. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM).
D05595,LF20080510,5/10/2008,4,Day,16:56:00,360,NA,NA,1,0.41,30.07,8.1,10100,8.6,837,0,Discharge = 15100 cfs. Original SampleID 44. Barcode retroactively assigned (2017-07-06 JDM).
D05598,LF20080510,5/10/2008,4,Day,11:23:00,450,NA,NA,1,0.3,27.51,7.9,10100,8.6,843,0,Discharge = 11450 cfs. Original SampleID 39. Barcode retroactively assigned (2017-07-06 JDM).
D05599,LF20080510,5/10/2008,4,Day,13:29:00,330,NA,NA,1,0.44,29.31,7.8,9580,8.46,843,0,Discharge = 13800 cfs. Original SampleID 41. Barcode retroactively assigned (2017-07-06 JDM).
D05600,LF20080510,5/10/2008,4,Day,13:38:00,270,NA,NA,1,0.46,25.19,7.8,9580,8.46,842,0,Discharge = 13900 cfs. Original SampleID 42. Barcode retroactively assigned (2017-07-06 JDM).
D05621,LF20080607,6/7/2008,4,Day,7:21:00,300,NA,NA,1,0.41,25.01,8.8,14300,9.54,815,0,Discharge = 10050 cfs. Original SampleID 21. AFDM weights from > 250 um sieve lost. Barcode retroactively assigned (2017-07-06 JDM).
D05622,LF20080607,6/7/2008,4,Day,7:29:00,300,NA,NA,1,0.41,24.84,8.8,14200,9.5,815,0,Discharge = 10000 cfs. Original SampleID 22. Barcode retroactively assigned (2017-07-06 JDM).
D05623,LF20080607,6/7/2008,4,Day,7:37:00,300,NA,NA,1,0.38,22.87,8.5,14200,9.5,816,0,Discharge = 10000 cfs. Original SampleID 23. Barcode retroactively assigned (2017-07-06 JDM).
D05624,LF20080607,6/7/2008,4,Day,10:10:00,300,NA,NA,1,0.43,26.42,8.3,11400,8.91,815,0,Discharge = 11250 cfs. Original SampleID 24. Barcode retroactively assigned (2017-07-06 JDM).
D05625,LF20080607,6/7/2008,4,Day,10:25:00,300,NA,NA,1,0.46,27.88,8.3,11200,8.86,815,0,Discharge = 11460 cfs. Original SampleID 26. Barcode retroactively assigned (2017-07-06 JDM).
D05626,LF20080607,6/7/2008,4,Day,10:18:00,300,NA,NA,1,0.47,28.42,8.3,11400,8.91,815,0,Discharge = 11357 cfs. Original SampleID 25. Barcode retroactively assigned (2017-07-06 JDM).
D05633,LF20080607,6/7/2008,4,Day,16:20:00,300,NA,NA,1,0.59,36.06,8.6,10700,8.73,800,0,Discharge = 15350 cfs. Original SampleID 31. Barcode retroactively assigned (2017-07-06 JDM).
D05634,LF20080607,6/7/2008,4,Day,16:28:00,300,NA,NA,1,0.57,34.42,8.6,10900,8.78,800,0,Discharge = 15400 cfs. Original SampleID 32. Barcode retroactively assigned (2017-07-06 JDM).
D05635,LF20080607,6/7/2008,4,Day,11:59:00,300,NA,NA,1,1.03,62.91,8.3,10500,8.68,812,0,Original SampleID 292. Barcode retroactively assigned (2017-07-06 JDM).
D05636,LF20080607,6/7/2008,4,Day,16:11:00,360,NA,NA,1,0.52,38.26,8.6,10700,8.73,800,0,Discharge = 15275 cfs. Original SampleID 30. Barcode retroactively assigned (2017-07-06 JDM).
D05637,LF20080607,6/7/2008,4,Day,12:07:00,300,NA,NA,1,0.98,59.79,8.3,10500,8.68,812,1,Original SampleID 293. Community composition sample. May not have any quantitative drift estimates. Barcode retroactively assigned (2017-07-06 JDM).
D05638,LF20080607,6/7/2008,4,Day,16:36:00,300,NA,NA,1,0.44,26.72,8.8,10900,8.78,794,1,Discharge = 15400 cfs. Original SampleID 33. Community composition sample. May not have any quantitative drift estimates. Barcode retroactively assigned (2017-07-06 JDM).
D05639,LF20080607,6/7/2008,4,Day,13:15:00,360,NA,NA,1,0.46,33.7,8.3,10200,8.61,810,0,Discharge = 13600 cfs. Original SampleID 27. Barcode retroactively assigned (2017-07-06 JDM).
D05640,LF20080607,6/7/2008,4,Day,13:23:00,300,NA,NA,1,0.52,31.64,8.3,10100,8.6,810,0,Discharge = 13750 cfs. Original SampleID 28. Barcode retroactively assigned (2017-07-06 JDM).
D05641,LF20080607,6/7/2008,4,Day,13:31:00,300,NA,NA,1,0.55,33.18,8.3,10100,8.6,807,0,Discharge = 13900 cfs. Original SampleID 29. Barcode retroactively assigned (2017-07-06 JDM).
D05711,LF20080712,7/12/2008,4,Day,18:25:00,325,NA,NA,1,0.5,33.04,10.8,11600,8.94,769,0,Discharge = 17400 cfs. Barcode retroactively assigned (2017-07-06 JDM).
D05713,LF20080712,7/13/2008,4,Night,1:17:00,320,NA,NA,1,0.47,30.79,10.9,17400,10.12,772,0,Discharge = 14200 cfs. Original SampleID 94. Barcode retroactively assigned (2017-07-06 JDM).
D05714,LF20080712,7/13/2008,4,Night,2:00:00,315,NA,NA,1,0.49,31.26,10.8,17500,10.14,774,0,Discharge = 13300 cfs. Original SampleID 95. Barcode retroactively assigned (2017-07-06 JDM).
D05715,LF20080712,7/13/2008,4,Night,2:18:00,325,NA,NA,1,0.47,30.99,10.8,17500,10.14,774,0,Discharge = 13000 cfs. Original SampleID 97. Barcode retroactively assigned (2017-07-06 JDM).
D05716,LF20080712,7/13/2008,4,Night,1:08:00,325,NA,NA,1,0.49,32.37,10.9,17400,10.12,772,0,Discharge = 14350 cfs. Original SampleID 93. Barcode retroactively assigned (2017-07-06 JDM).
D05717,LF20080712,7/13/2008,4,Night,2:09:00,320,NA,NA,1,0.48,31.03,10.8,17500,10.14,774,0,Discharge = 13150 cfs. Original SampleID 96. Barcode retroactively assigned (2017-07-06 JDM).
D05718,LF20080712,7/13/2008,4,Night,0:59:00,315,NA,NA,1,0.52,33.03,10.9,17300,10.1,772,0,Discharge = 14500 cfs. Original SampleID 92. Barcode retroactively assigned (2017-07-06 JDM).
D05743,LF20080809,8/9/2008,4,Day,16:39:00,305,NA,NA,1,0.69,42.41,11.1,10300,8.63,764,0,Discharge = 16700 cfs. Original SampleID 55. Barcode retroactively assigned (2017-07-06 JDM).
D05744,LF20080809,8/9/2008,4,Day,16:47:00,335,NA,NA,1,0.73,49.47,11.1,10300,8.63,764,0,Discharge = 16800 cfs. Original SampleID 56. Barcode retroactively assigned (2017-07-06 JDM).
D05745,LF20080809,8/9/2008,4,Day,16:56:00,300,NA,NA,1,0.73,44.59,11.1,10400,8.67,764,0,Discharge = 17000 cfs. Original SampleID 57. Barcode retroactively assigned (2017-07-06 JDM).
D05748,LF20080809,8/11/2008,4,Day,7:15:00,300,NA,NA,1,0.44,26.65,12,16600,9.97,758,0,Discharge = 10800 cfs. Original SampleID 58. Barcode retroactively assigned (2017-07-06 JDM).
D05749,LF20080809,8/11/2008,4,Day,10:51:00,240,NA,NA,1,0.49,24.01,11.6,12500,9.16,756,0,Discharge = 13150 cfs. Original SampleID 62. Barcode retroactively assigned (2017-07-06 JDM).
D05750,LF20080809,8/11/2008,4,Day,12:19:00,315,NA,NA,1,0.59,37.51,11.5,11300,8.87,756,0,Discharge = 14650 cfs. Original SampleID 64. Barcode retroactively assigned (2017-07-06 JDM).
D05751,LF20080809,8/11/2008,4,Day,12:28:00,330,NA,NA,1,0.55,36.54,11.5,11100,8.83,756,0,Discharge = 14900 cfs. Original SampleID 65. Barcode retroactively assigned (2017-07-06 JDM).
D05752,LF20080809,8/11/2008,4,Day,12:36:00,300,NA,NA,1,0.57,34.86,11.5,11100,8.83,755,0,Discharge = 15050 cfs. Original SampleID 66. Barcode retroactively assigned (2017-07-06 JDM).
D05753,LF20080809,8/11/2008,4,Day,7:32:00,300,NA,NA,1,0.51,30.9,11.9,16400,9.93,757,0,Discharge = 10900 cfs. Original SampleID 59. Barcode retroactively assigned (2017-07-06 JDM).
D05754,LF20080809,8/11/2008,4,Day,7:41:00,300,NA,NA,1,0.43,26.28,11.9,16200,9.89,757,0,Discharge = 10900 cfs. Original SampleID 60. Barcode retroactively assigned (2017-07-06 JDM).
D05755,LF20080809,8/11/2008,4,Day,10:42:00,300,NA,NA,1,0.52,31.33,11.6,12500,9.16,756,0,Discharge = 12900 cfs. Original SampleID 61. Barcode retroactively assigned (2017-07-06 JDM).
D05756,LF20080809,8/11/2008,4,Day,10:59:00,300,NA,NA,1,0.64,38.64,11.6,12300,9.1,756,0,Discharge = 13300 cfs. Original SampleID 63. Barcode retroactively assigned (2017-07-06 JDM).
D05783,LF20080909,9/9/2008,4,Day,15:19:00,303,NA,NA,1,0.46,28.18,12,12400,9.12,738,0,Discharge = 12400 cfs. Original SampleID 99. Barcode retroactively assigned (2017-07-06 JDM).
D05784,LF20080909,9/9/2008,4,Day,15:32:00,300,NA,NA,1,0.48,29.02,12,12400,9.13,738,0,Discharge = 12400 cfs. Original SampleID 100. Barcode retroactively assigned (2017-07-06 JDM).
D05785,LF20080909,9/9/2008,4,Crepuscular,19:00:00,302,NA,NA,1,0.43,26.33,12.3,12400,9.13,738,0,Discharge = 12400 cfs. Original SampleID 101. Barcode retroactively assigned (2017-07-06 JDM).
D05786,LF20080909,9/9/2008,4,Crepuscular,19:09:00,340,NA,NA,1,0.44,30.05,12.3,12400,9.13,738,0,Discharge = 12400 cfs. Original SampleID 102. Barcode retroactively assigned (2017-07-06 JDM).
D05787,LF20080909,9/9/2008,4,Crepuscular,19:19:00,320,NA,NA,1,0.41,26.6,12.3,12400,9.13,738,0,Discharge = 12400 cfs. Original SampleID 103. Barcode retroactively assigned (2017-07-06 JDM).
D05788,LF20080909,9/9/2008,4,Day,15:09:00,305,NA,NA,1,0.47,28.88,12,12400,9.12,738,0,Discharge = 12400 cfs. Original SampleID 98. Barcode retroactively assigned (2017-07-06 JDM).
D05792,LF20080909,9/10/2008,4,Day,8:56:00,310,NA,NA,1,0.47,29.77,12.1,12400,9.12,740,0,Discharge = 12400 cfs. Original SampleID 107. Barcode retroactively assigned (2017-07-06 JDM).
D05793,LF20080909,9/10/2008,4,Day,9:05:00,301,NA,NA,1,0.47,28.9,12.1,12400,9.12,740,0,Discharge = 12400 cfs. Original SampleID 108. Barcode retroactively assigned (2017-07-06 JDM).
D05794,LF20080909,9/10/2008,4,Day,9:15:00,335,NA,NA,1,0.47,31.86,12.1,12400,9.12,740,0,Discharge = 12400 cfs. Original SampleID 109. Barcode retroactively assigned (2017-07-06 JDM).
D05795,LF20080909,9/10/2008,4,Day,7:29:00,301,NA,NA,1,0.49,29.7,12.4,12400,9.12,741,0,Discharge = 12400 cfs. Original SampleID 104. Barcode retroactively assigned (2017-07-06 JDM).
D05796,LF20080909,9/10/2008,4,Day,7:39:00,301,NA,NA,1,0.47,28.53,12.3,12400,9.13,740,0,Discharge = 12400 cfs. Original SampleID 105. Barcode retroactively assigned (2017-07-06 JDM).
D05797,LF20080909,9/10/2008,4,Day,7:47:00,304,NA,NA,1,0.48,29.86,12.3,12400,9.13,740,0,Discharge = 12400 cfs. Original SampleID 106. Barcode retroactively assigned (2017-07-06 JDM).
D05858,LF20081007,10/7/2008,4,Day,15:19:00,387,NA,NA,1,0.45,34.98,11.6,12400,9.12,727,0,Discharge = 12400 cfs. Original SampleID 78. Barcode retroactively assigned (2017-07-06 JDM).
D05859,LF20081007,10/7/2008,4,Day,15:00:00,355,NA,NA,1,0.42,30.44,11.7,12400,9.12,726,0,Discharge = 12400 cfs. Original SampleID 76. Barcode retroactively assigned (2017-07-06 JDM).
D05860,LF20081007,10/7/2008,4,Day,15:10:00,310,NA,NA,1,0.49,30.6,11.7,12400,9.12,726,0,Discharge = 12400 cfs. Original SampleID 77. Barcode retroactively assigned (2017-07-06 JDM).
D05861,LF20081007,10/8/2008,4,Day,8:49:00,369,NA,NA,1,0.46,34.25,12.6,12400,9.13,714,0,Discharge = 12200 cfs. Original SampleID 80. Barcode retroactively assigned (2017-07-06 JDM).
D05864,LF20081007,10/8/2008,4,Day,13:31:00,379,NA,NA,1,0.45,34.95,12.2,12400,9.12,714,0,Discharge = 12400 cfs. Original SampleID 82. Barcode retroactively assigned (2017-07-06 JDM).
D05865,LF20081007,10/8/2008,4,Day,13:40:00,385,NA,NA,1,0.44,34.46,12.2,12400,9.12,714,0,Discharge = 12400 cfs. Original SampleID 83. Barcode retroactively assigned (2017-07-06 JDM).
D05866,LF20081007,10/8/2008,4,Day,8:41:00,305,NA,NA,1,0.56,34.38,12.6,12400,9.13,714,0,Discharge = 12200 cfs. Original SampleID 79. Barcode retroactively assigned (2017-07-06 JDM).
D05867,LF20081007,10/8/2008,4,Day,13:50:00,373,NA,NA,1,0.43,32.54,12.2,12400,9.12,714,0,Discharge = 12400 cfs. Original SampleID 84. Barcode retroactively assigned (2017-07-06 JDM).
D05873,LF20081007,10/8/2008,4,Day,9:00:00,372,NA,NA,1,0.46,34.68,12.5,12400,9.13,714,0,Discharge = 12200 cfs. Original SampleID 81. Barcode retroactively assigned (2017-07-06 JDM).
D05874,LF20081021,10/21/2008,4,Day,12:44:00,332,NA,NA,1,0.47,31.96,12.7,12400,9.12,718,0,Discharge = 12300 cfs. Original SampleID 47. Barcode retroactively assigned (2017-07-06 JDM).
D05875,LF20081021,10/21/2008,4,Day,12:53:00,400,NA,NA,1,0.46,37.38,12.6,12400,9.13,719,0,Discharge = 12300 cfs. Original SampleID 48. Barcode retroactively assigned (2017-07-06 JDM).
D05876,LF20081021,10/21/2008,4,Day,12:34:00,366,NA,NA,1,0.46,33.8,12.7,12400,9.12,718,0,Discharge = 12300 cfs. Original SampleID 46. Barcode retroactively assigned (2017-07-06 JDM).
D05882,LF20081021,10/22/2008,4,Crepuscular,18:14:00,360,NA,NA,1,0.46,33.23,12.5,12300,9.1,715,0,Discharge = 12300 cfs. Original SampleID 53. Barcode retroactively assigned (2017-07-06 JDM).
D05883,LF20081021,10/22/2008,4,Day,8:51:00,330,NA,NA,1,0.47,31.53,12.6,12300,9.11,719,0,Discharge = 12300 cfs. Original SampleID 49. Barcode retroactively assigned (2017-07-06 JDM).
D05884,LF20081021,10/22/2008,4,Day,9:00:00,336,NA,NA,1,0.47,31.7,12.5,12300,9.11,720,0,Discharge = 12300 cfs. Original SampleID 50. Barcode retroactively assigned (2017-07-06 JDM).
D05885,LF20081021,10/22/2008,4,Day,9:10:00,350,NA,NA,1,0.46,32.41,12.5,12400,9.12,720,0,Discharge = 12300 cfs. Original SampleID 51. Barcode retroactively assigned (2017-07-06 JDM).
D05893,LF20081021,10/22/2008,4,Crepuscular,18:04:00,338,NA,NA,1,0.45,31.07,12.5,12300,9.11,715,0,Discharge = 12300 cfs. Original SampleID 52. Barcode retroactively assigned (2017-07-06 JDM).
D05910,LF20081104,11/4/2008,4,Day,11:18:00,328,NA,NA,1,0.45,29.74,12.2,8460,8.16,728,0,Discharge = 11600 cfs. Original SampleID 110. Barcode retroactively assigned (2017-07-06 JDM).
D05911,LF20081104,11/4/2008,4,Day,11:27:00,354,NA,NA,1,0.46,32.65,12.2,8280,8.11,728,0,Discharge = 11700 cfs. Original SampleID 111. Barcode retroactively assigned (2017-07-06 JDM).
D05912,LF20081104,11/4/2008,4,Day,11:37:00,330,NA,NA,1,0.43,28.92,12.1,8280,8.11,730,0,Discharge = 11800 cfs. Original SampleID 112. Barcode retroactively assigned (2017-07-06 JDM).
D05919,LF20081104,11/5/2008,4,Day,10:39:00,345,NA,NA,1,0.4,27.65,12.2,8570,8.19,720,0,Discharge = 10200 cfs. Original SampleID 121. Barcode retroactively assigned (2017-07-06 JDM).
D05920,LF20081104,11/5/2008,4,Day,8:54:00,311,NA,NA,1,0.36,22.79,12.2,10000,8.57,720,0,Discharge = 9090 cfs. Original SampleID 116. Barcode retroactively assigned (2017-07-06 JDM).
D05921,LF20081104,11/5/2008,4,Day,9:12:00,320,NA,NA,1,0.36,23.54,12.2,9740,8.5,720,0,Discharge = 9090 cfs. Original SampleID 118. Barcode retroactively assigned (2017-07-06 JDM).
D05922,LF20081104,11/5/2008,4,Day,12:45:00,301,NA,NA,1,0.45,27.27,12.2,7700,7.94,720,0,Discharge = 11300 cfs. Original SampleID 122. Barcode retroactively assigned (2017-07-06 JDM).
D05923,LF20081104,11/5/2008,4,Day,12:54:00,322,NA,NA,1,0.46,29.91,12.2,7630,7.92,720,0,Discharge = 11350 cfs. Original SampleID 123. Barcode retroactively assigned (2017-07-06 JDM).
D05924,LF20081104,11/5/2008,4,Day,13:02:00,311,NA,NA,1,0.47,29.68,12.2,7630,7.92,720,0,Discharge = 11400 cfs. Original SampleID 124. Barcode retroactively assigned (2017-07-06 JDM).
D05926,LF20081104,11/5/2008,4,Day,9:03:00,320,NA,NA,1,0.37,23.77,12.2,10000,8.57,720,0,Discharge = 9090 cfs. Original SampleID 117. Barcode retroactively assigned (2017-07-06 JDM).
D05927,LF20081104,11/5/2008,4,Day,10:20:00,331,NA,NA,1,0.42,27.87,12.2,8900,8.28,720,0,Discharge = 10000 cfs. Original SampleID 119. Barcode retroactively assigned (2017-07-06 JDM).
D05928,LF20081104,11/5/2008,4,Day,10:29:00,351,NA,NA,1,0.41,29.31,12.2,8720,8.23,720,0,Discharge = 10100 cfs. Original SampleID 120. Barcode retroactively assigned (2017-07-06 JDM).
